Current residence in,Population 1 year and over,,Same house 1 year ago,,Same state of residence 1 year ago,,Different state of residence 1 year ago,,,,Different state of residence 1 year ago (continued),,,,,,,,,,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Different state of residence 1 year ago (continued),,,,,,,,,,Different state of residence 1 year ago (continued),,,,,,,,,,Different state of residence 1 year ago (continued),,,,,,,,,,Different state of residence 1 year ago (continued),,,,,,,,,,Different state of residence 1 year ago (continued),,,,,,,,,,Different state of residence 1 year ago (continued),,,,,,,,,,Abroad 1 year ago,,,,,,,
,,,,,,,Total,,Alabama,,Alaska,,Arizona,,Arkansas,,California,,Colorado,,Connecticut,,Delaware,,District of Columbia ,,Florida,,Georgia,,,Hawaii,,Idaho,,Illinois,,Indiana,,Iowa,,,Kansas,,Kentucky,,Louisiana,,Maine,,Maryland,,Massachusetts,,Michigan,,Minnesota,,Mississippi,,Missouri,,Montana,,Nebraska,,Nevada,,New Hampshire,,New Jersey,,New Mexico,,New York,,North Carolina,,North Dakota,,Ohio,,Oklahoma,,Oregon,,Pennsylvania,,Rhode Island,,South Carolina,,South Dakota,,Tennessee,,Texas,,Utah,,Vermont,,Virginia,,Washington,,West Virginia,,Wisconsin,,Wyoming,,Total,,Puerto Rico,,U.S. Island Area,,Foreign Country,
,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE
New Hampshire,"1,377,638","+/- 1,710","1,223,839","+/- 9,920","97,263","+/- 8,285","53,245","+/- 5,800",370,+/- 380,127,+/- 199,13,+/- 22,0,+/- 198,"2,984","+/- 1,415",668,+/- 782,"1,726",+/- 826,38,+/- 65,357,+/- 339,"2,758","+/- 1,078",187,+/- 310,New Hampshire,37,+/- 62,0,+/- 198,542,+/- 585,158,+/- 224,96,+/- 153,New Hampshire,0,+/- 198,0,+/- 198,0,+/- 198,"2,198",+/- 847,450,+/- 409,"24,752","+/- 4,420",0,+/- 198,300,+/- 274,388,+/- 485,795,"+/- 1,135",198,+/- 279,0,+/- 198,553,+/- 562,N/A,N/A,538,+/- 349,185,+/- 291,"4,470","+/- 1,831",815,+/- 502,0,+/- 198,205,+/- 226,0,+/- 198,375,+/- 361,798,+/- 590,"1,314",+/- 992,119,+/- 206,0,+/- 198,831,+/- 711,"1,647","+/- 1,002",0,+/- 198,"1,322",+/- 590,837,+/- 583,81,+/- 144,0,+/- 198,13,+/- 27,0,+/- 198,"3,291","+/- 1,252",280,+/- 237,113,+/- 158,"2,898","+/- 1,218"
New Jersey,"9,174,117","+/- 4,777","8,199,595","+/- 28,594","723,937","+/- 24,913","195,828","+/- 12,159",246,+/- 251,0,+/- 222,456,+/- 352,0,+/- 222,"8,629","+/- 2,236","4,712",+/- 976,"2,061",+/- 829,"2,044",+/- 873,926,+/- 783,"7,930","+/- 2,260","1,472","+/- 1,034",New Jersey,350,+/- 324,283,+/- 388,"2,083","+/- 1,157","4,098",+/- 912,90,+/- 153,New Jersey,206,+/- 342,"1,860","+/- 1,287","1,495","+/- 1,283",654,+/- 507,"3,042","+/- 1,421","2,749","+/- 1,308","2,119","+/- 1,550",385,+/- 289,0,+/- 222,"1,601",+/- 868,0,+/- 222,207,+/- 236,165,+/- 237,540,+/- 401,N/A,N/A,717,+/- 702,"91,421","+/- 7,960","8,587","+/- 1,799",274,+/- 354,713,+/- 531,527,+/- 775,354,+/- 256,"29,573","+/- 4,172",736,+/- 633,"2,491","+/- 1,236",290,+/- 357,"1,083",+/- 939,"2,402","+/- 1,095",154,+/- 218,88,+/- 143,"2,854","+/- 1,619","1,498","+/- 1,131",636,+/- 682,988,+/- 701,39,+/- 63,"54,757","+/- 7,106","2,264","+/- 1,127",0,+/- 222,"52,493","+/- 6,958"
New Mexico,"2,092,251","+/- 2,945","1,828,971","+/- 15,156","188,495","+/- 12,055","68,019","+/- 7,525",484,+/- 387,254,+/- 313,"3,738","+/- 1,586",526,+/- 532,"9,947","+/- 2,578","8,806","+/- 4,111",131,+/- 220,0,+/- 224,344,+/- 330,"4,563","+/- 1,747",713,+/- 563,New Mexico,82,+/- 149,598,+/- 857,"1,229",+/- 933,"1,508","+/- 1,178",0,+/- 224,New Mexico,244,+/- 225,340,+/- 498,"1,042","+/- 1,498",0,+/- 224,731,+/- 462,643,+/- 466,912,+/- 724,906,+/- 569,244,+/- 205,454,+/- 294,153,+/- 175,309,+/- 259,"1,244",+/- 779,100,+/- 152,856,+/- 842,N/A,N/A,"2,249","+/- 1,589",338,+/- 373,390,+/- 523,850,+/- 565,161,+/- 140,"1,486","+/- 1,205",516,+/- 392,42,+/- 83,264,+/- 328,0,+/- 224,518,+/- 440,"10,712","+/- 2,671",198,+/- 215,0,+/- 224,"1,321",+/- 900,"6,064","+/- 3,886",492,+/- 437,433,+/- 505,884,+/- 620,"6,766","+/- 2,347",90,+/- 112,26,+/- 57,"6,650","+/- 2,347"
New York,"19,626,300","+/- 8,200","17,583,476","+/- 37,829","1,666,707","+/- 37,802","287,249","+/- 11,439","1,930",+/- 873,"1,036",+/- 760,"2,472",+/- 886,"1,935",+/- 973,"31,335","+/- 4,439","6,112","+/- 1,938","12,538","+/- 2,470","1,521",+/- 619,"3,010","+/- 1,133","24,444","+/- 3,558","7,342","+/- 1,859",New York,962,+/- 475,"1,007",+/- 895,"8,093","+/- 1,528","1,334",+/- 690,"1,552","+/- 1,001",New York,"2,595","+/- 1,120","2,365",+/- 633,"2,486","+/- 1,008","1,742",+/- 889,"7,749","+/- 1,842","21,608","+/- 2,711","3,351","+/- 1,697","2,538",+/- 964,151,+/- 163,"2,875","+/- 1,216",558,+/- 528,598,+/- 513,"1,926",+/- 773,"2,045",+/- 834,"38,222","+/- 4,295",805,+/- 929,N/A,N/A,"7,361","+/- 1,734",0,+/- 217,"4,962","+/- 2,037","2,134",+/- 981,"1,990",+/- 699,"21,804","+/- 3,315","2,118","+/- 1,184","4,591","+/- 2,561",292,+/- 243,"3,946","+/- 2,356","16,818","+/- 3,059","1,633",+/- 705,"1,366",+/- 577,"9,132","+/- 1,799","8,080","+/- 2,278",643,+/- 556,"2,142","+/- 1,044",0,+/- 217,"88,868","+/- 6,675","2,189","+/- 1,269",95,+/- 148,"86,584","+/- 6,576"
North Carolina,"10,446,881","+/- 5,346","9,034,306","+/- 35,163","1,032,016","+/- 31,433","336,681","+/- 16,849","3,276","+/- 1,207","1,730","+/- 1,033","5,929","+/- 2,668","3,063","+/- 1,667","22,507","+/- 4,137","6,549","+/- 2,572","4,741","+/- 1,731",762,+/- 341,653,+/- 474,"37,071","+/- 5,424","17,698","+/- 3,454",North Carolina,"1,591",+/- 977,"1,520","+/- 1,228","8,920","+/- 3,778","3,678","+/- 2,081","1,260",+/- 934,North Carolina,"1,105",+/- 772,"2,410","+/- 1,071","4,005","+/- 1,963","1,002","+/- 1,071","15,645","+/- 5,731","9,378","+/- 2,577","8,406","+/- 4,069","2,360","+/- 1,374",695,+/- 447,"2,263","+/- 1,049",233,+/- 308,44,+/- 75,"2,153","+/- 1,383",948,+/- 637,"14,884","+/- 3,121",631,+/- 471,"32,759","+/- 5,789",N/A,N/A,224,+/- 225,"11,355","+/- 2,603","1,502",+/- 928,"2,443","+/- 1,186","12,408","+/- 2,931",679,+/- 475,"23,541","+/- 3,545",299,+/- 236,"7,365","+/- 1,713","14,240","+/- 2,975","1,821","+/- 1,103","2,117","+/- 1,601","29,092","+/- 4,648","6,676","+/- 2,837",497,+/- 359,"2,443","+/- 1,310",110,+/- 169,"43,878","+/- 5,344",941,+/- 661,781,+/- 934,"42,156","+/- 5,050"
North Dakota,"764,638","+/- 1,475","641,023","+/- 8,415","83,572","+/- 7,158","37,844","+/- 5,480",377,+/- 356,445,+/- 642,"1,419","+/- 1,632",0,+/- 170,"1,525",+/- 819,922,+/- 683,47,+/- 59,0,+/- 170,0,+/- 170,"1,272","+/- 1,076",0,+/- 170,North Dakota,102,+/- 118,0,+/- 170,559,+/- 593,152,+/- 201,755,+/- 703,North Dakota,237,+/- 236,28,+/- 54,"1,405","+/- 1,056",66,+/- 113,36,+/- 77,246,+/- 283,675,+/- 551,"15,897","+/- 4,249",223,+/- 348,732,"+/- 1,038","1,020",+/- 484,"1,056",+/- 904,6,+/- 12,28,+/- 42,73,+/- 95,611,+/- 507,149,+/- 139,73,+/- 99,N/A,N/A,222,+/- 202,347,+/- 426,639,+/- 493,189,+/- 188,0,+/- 170,244,+/- 192,"1,423",+/- 879,5,+/- 10,"2,127",+/- 870,141,+/- 133,0,+/- 170,736,+/- 686,572,+/- 448,0,+/- 170,569,+/- 460,494,+/- 383,"2,199",+/- 969,373,+/- 423,0,+/- 170,"1,826",+/- 803
Ohio,"11,660,200","+/- 5,489","10,209,047","+/- 26,190","1,228,277","+/- 27,914","184,477","+/- 11,210","2,258","+/- 1,772",197,+/- 161,"2,770",+/- 988,"1,252",+/- 731,"12,849","+/- 2,918","2,726",+/- 905,"1,166",+/- 520,238,+/- 308,363,+/- 292,"14,785","+/- 3,099","3,769","+/- 1,264",Ohio,715,+/- 466,584,+/- 642,"11,845","+/- 2,601","8,028","+/- 1,667","1,995","+/- 1,531",Ohio,861,+/- 417,"12,704","+/- 3,247","1,579","+/- 1,075",66,+/- 108,"3,329","+/- 1,656","2,512","+/- 1,377","11,524","+/- 2,668","2,060",+/- 818,"1,048","+/- 1,275","2,773",+/- 986,100,+/- 117,0,+/- 204,"2,415","+/- 1,518","1,037",+/- 784,"3,192","+/- 1,483",620,+/- 450,"11,752","+/- 2,266","6,084","+/- 1,667",935,"+/- 1,245",N/A,N/A,"1,800","+/- 1,256","1,631","+/- 1,022","14,181","+/- 2,978",301,+/- 259,"1,894",+/- 768,603,+/- 749,"5,221","+/- 2,026","7,248","+/- 2,049","1,435",+/- 697,32,+/- 52,"6,125","+/- 1,452","3,987","+/- 1,600","7,629","+/- 2,187","2,243","+/- 1,013",16,+/- 34,"38,399","+/- 5,751",645,+/- 443,70,+/- 114,"37,684","+/- 5,691"
Oklahoma,"3,943,443","+/- 2,733","3,347,420","+/- 19,615","475,441","+/- 17,079","108,288","+/- 7,791",914,+/- 608,264,+/- 205,961,+/- 640,"7,390","+/- 2,029","12,613","+/- 2,962","5,189","+/- 1,907",19,+/- 33,85,+/- 103,670,+/- 869,"4,484","+/- 1,641","1,293",+/- 640,Oklahoma,"1,386","+/- 1,478",853,+/- 704,"3,251","+/- 1,477",674,+/- 399,"1,109","+/- 1,045",Oklahoma,"5,899","+/- 2,002",873,+/- 674,"1,915","+/- 1,241",0,+/- 172,914,"+/- 1,135",747,+/- 692,"1,336",+/- 921,"1,054",+/- 659,178,+/- 291,"3,106","+/- 1,058",539,+/- 331,592,+/- 390,"1,734",+/- 935,81,+/- 135,310,+/- 273,"1,262",+/- 933,"1,332",+/- 681,"1,256","+/- 1,057",485,+/- 609,672,+/- 401,N/A,N/A,"1,322",+/- 761,805,+/- 551,0,+/- 172,"1,009",+/- 820,0,+/- 172,"1,498",+/- 687,"27,223","+/- 4,028","1,043",+/- 592,38,+/- 64,"1,971",+/- 761,"5,754","+/- 3,199",71,+/- 94,"2,097","+/- 1,211",17,+/- 27,"12,294","+/- 2,508",705,+/- 766,46,+/- 77,"11,543","+/- 2,532"
Oregon,"4,207,387","+/- 3,683","3,600,937","+/- 18,211","458,434","+/- 18,455","133,935","+/- 9,142",487,+/- 458,318,+/- 284,"6,545","+/- 2,001",327,+/- 462,"51,623","+/- 5,913","3,850","+/- 1,396",249,+/- 203,94,+/- 154,351,+/- 361,"2,683","+/- 1,093","1,291",+/- 765,Oregon,"1,794",+/- 822,"6,445","+/- 2,393","1,551",+/- 854,801,+/- 549,235,+/- 208,Oregon,416,+/- 337,164,+/- 241,"1,234",+/- 965,223,+/- 251,288,+/- 344,802,+/- 555,"1,839",+/- 986,"1,335",+/- 795,781,+/- 833,739,+/- 565,"1,062",+/- 735,371,+/- 320,"1,602",+/- 669,425,+/- 407,159,+/- 260,"1,351",+/- 756,"4,407","+/- 1,848","1,079",+/- 874,184,+/- 206,"1,975","+/- 1,091",457,+/- 429,N/A,N/A,"1,381",+/- 871,0,+/- 214,591,+/- 542,178,+/- 307,781,+/- 597,"6,469","+/- 2,109","3,590","+/- 2,188",108,+/- 153,824,+/- 748,"18,648","+/- 2,312",0,+/- 214,808,+/- 660,"1,020",+/- 731,"14,081","+/- 2,915",33,+/- 55,582,+/- 456,"13,466","+/- 2,932"
Pennsylvania,"12,842,522","+/- 5,067","11,452,320","+/- 31,938","1,078,336","+/- 27,367","261,831","+/- 13,241",585,+/- 467,917,"+/- 1,040","2,626","+/- 1,390",737,+/- 541,"14,867","+/- 3,004","4,692","+/- 2,171","3,973","+/- 1,579","6,699","+/- 2,328","1,825",+/- 710,"15,020","+/- 2,960","3,622","+/- 2,262",Pennsylvania,"1,001",+/- 852,502,+/- 442,"6,000","+/- 1,858","2,614","+/- 1,418",904,+/- 510,Pennsylvania,"2,590","+/- 1,858","1,493",+/- 692,689,+/- 867,363,+/- 228,"22,793","+/- 3,146","5,682","+/- 1,820","2,737","+/- 1,037",890,+/- 494,373,+/- 317,"2,269","+/- 1,073",74,+/- 117,0,+/- 189,943,+/- 433,819,+/- 420,"41,402","+/- 5,462",591,+/- 445,"49,702","+/- 6,799","6,008","+/- 1,836",187,+/- 297,"10,774","+/- 2,243",796,+/- 444,"1,377",+/- 694,N/A,N/A,971,+/- 706,"2,347",+/- 836,122,+/- 138,"2,354",+/- 817,"9,271","+/- 2,546","2,876","+/- 1,896","1,112","+/- 1,188","11,637","+/- 2,562","6,888","+/- 2,254","2,650",+/- 908,"2,238","+/- 1,224",229,+/- 290,"50,035","+/- 7,559","6,249","+/- 2,423",232,+/- 220,"43,554","+/- 6,723"
Rhode Island,"1,085,539","+/- 1,975","959,140","+/- 9,449","77,691","+/- 8,236","43,266","+/- 4,692",0,+/- 232,241,+/- 393,247,+/- 283,0,+/- 232,"2,857","+/- 1,118",610,+/- 459,"2,753","+/- 1,066",5,+/- 11,76,+/- 140,"2,176","+/- 1,067",196,+/- 246,Rhode Island,0,+/- 232,0,+/- 232,949,+/- 508,677,+/- 888,248,+/- 330,Rhode Island,0,+/- 232,100,+/- 123,0,+/- 232,81,+/- 98,334,+/- 197,"12,826","+/- 2,856",407,+/- 306,160,+/- 270,0,+/- 232,29,+/- 54,79,+/- 128,0,+/- 232,282,+/- 407,"1,775","+/- 1,008",974,+/- 451,0,+/- 232,"7,321","+/- 1,920",474,+/- 457,575,+/- 749,281,+/- 298,298,+/- 480,171,+/- 164,"1,592",+/- 646,N/A,N/A,572,+/- 591,0,+/- 232,49,+/- 67,762,+/- 368,0,+/- 232,665,+/- 484,"1,935","+/- 1,399",311,+/- 317,160,+/- 197,18,+/- 42,0,+/- 232,"5,442","+/- 1,407",275,+/- 270,44,+/- 61,"5,123","+/- 1,366"
South Carolina,"5,142,137","+/- 4,196","4,444,195","+/- 25,549","484,535","+/- 19,587","196,200","+/- 11,924","1,472",+/- 625,222,+/- 315,"4,696","+/- 1,696",134,+/- 180,"11,884","+/- 3,404","3,873","+/- 1,763","2,836","+/- 1,191",71,+/- 72,798,+/- 667,"14,905","+/- 3,770","14,963","+/- 3,578",South Carolina,211,+/- 220,193,+/- 247,"4,040","+/- 1,454","1,667","+/- 1,343","1,253",+/- 953,South Carolina,341,+/- 368,"2,627","+/- 1,363","2,269","+/- 1,169",0,+/- 226,"7,231","+/- 2,549","3,619","+/- 1,566","1,830",+/- 941,"1,816","+/- 1,181",611,+/- 404,"1,736","+/- 1,171",90,+/- 120,963,+/- 711,904,+/- 704,440,+/- 573,"8,294","+/- 2,563","1,334","+/- 1,237","11,615","+/- 2,376","34,327","+/- 5,032",38,+/- 60,"7,865","+/- 2,846",913,+/- 650,"1,029",+/- 636,"10,492","+/- 2,424",155,+/- 178,N/A,N/A,76,+/- 145,"5,937","+/- 2,404","5,464","+/- 1,401",652,+/- 737,221,+/- 271,"12,978","+/- 4,457","3,147","+/- 1,669","1,606","+/- 1,581","2,362","+/- 1,569",0,+/- 226,"17,207","+/- 3,327",648,+/- 491,"1,321","+/- 1,275","15,238","+/- 3,087"
South Dakota,"884,616","+/- 1,584","759,943","+/- 7,867","95,407","+/- 7,171","27,528","+/- 3,650",30,+/- 52,0,+/- 170,529,+/- 459,0,+/- 170,"1,670",+/- 943,"1,977","+/- 1,114",0,+/- 170,0,+/- 170,0,+/- 170,659,+/- 526,0,+/- 170,South Dakota,0,+/- 170,0,+/- 170,487,+/- 549,471,+/- 452,"3,399","+/- 1,083",South Dakota,322,+/- 464,103,+/- 178,408,+/- 413,0,+/- 170,42,+/- 74,0,+/- 170,488,+/- 537,"4,390","+/- 1,411",0,+/- 170,354,+/- 305,290,+/- 289,"2,566","+/- 1,233",325,+/- 346,0,+/- 170,336,+/- 357,4,+/- 12,230,+/- 213,272,+/- 475,716,+/- 548,268,+/- 213,0,+/- 170,388,+/- 374,956,+/- 774,148,+/- 177,54,+/- 108,N/A,N/A,138,+/- 153,"2,229","+/- 1,259",166,+/- 164,0,+/- 170,682,+/- 561,820,+/- 679,0,+/- 170,216,+/- 326,"1,395","+/- 1,041","1,738",+/- 643,255,+/- 320,0,+/- 170,"1,483",+/- 590
Tennessee,"6,899,165","+/- 4,617","5,955,858","+/- 27,272","701,333","+/- 22,674","220,591","+/- 14,903","9,869","+/- 2,999",456,+/- 486,"3,625","+/- 2,324","3,161","+/- 1,364","22,901","+/- 4,651","5,383","+/- 2,270","1,462",+/- 802,249,+/- 283,281,+/- 262,"20,809","+/- 4,262","14,723","+/- 3,307",Tennessee,"2,939","+/- 1,812",119,+/- 144,"12,722","+/- 3,604","6,012","+/- 2,101",210,+/- 268,Tennessee,"1,661","+/- 1,094","7,612","+/- 2,220","4,785","+/- 2,591",763,+/- 799,"2,528",+/- 943,"2,782","+/- 1,125","3,550","+/- 1,261","1,634","+/- 1,129","6,132","+/- 2,564","3,595","+/- 1,147","1,061","+/- 1,324","1,201",+/- 778,"1,662","+/- 1,135",142,+/- 164,"2,353","+/- 1,100",38,+/- 64,"5,676","+/- 1,693","7,468","+/- 2,585",91,+/- 175,"8,220","+/- 2,143","2,263","+/- 2,428","1,973","+/- 1,593","4,222","+/- 1,927","1,195","+/- 1,743","3,621","+/- 1,645","1,397","+/- 1,764",N/A,N/A,"15,300","+/- 3,768",934,+/- 506,207,+/- 350,"9,806","+/- 2,122","5,955","+/- 2,485","2,244","+/- 1,130","3,049","+/- 1,486",550,+/- 588,"21,383","+/- 4,515",899,+/- 654,382,+/- 442,"20,102","+/- 4,599"
Texas,"29,170,380","+/- 12,760","25,086,829","+/- 71,104","3,315,313","+/- 62,222","591,395","+/- 26,127","9,389","+/- 3,488","2,587","+/- 1,787","17,609","+/- 3,581","13,613","+/- 3,625","107,546","+/- 9,974","30,262","+/- 6,185","2,506","+/- 1,197",756,+/- 559,"1,198",+/- 893,"31,023","+/- 5,855","16,781","+/- 4,227",Texas,"7,668","+/- 3,460","2,551","+/- 1,300","20,819","+/- 4,367","10,573","+/- 4,068","7,124","+/- 3,402",Texas,"11,039","+/- 4,112","4,865","+/- 2,337","28,130","+/- 6,664",786,+/- 721,"8,673","+/- 4,232","8,639","+/- 2,954","10,009","+/- 3,008","9,977","+/- 3,104","6,079","+/- 2,054","11,369","+/- 3,167","1,627","+/- 1,217","8,782","+/- 5,034","7,896","+/- 2,072","2,012","+/- 1,750","10,916","+/- 3,535","13,456","+/- 3,691","24,951","+/- 5,222","20,142","+/- 5,734",904,+/- 734,"11,942","+/- 2,703","16,116","+/- 3,464","5,287","+/- 1,602","9,920","+/- 3,044",14,+/- 21,"8,097","+/- 3,441","1,526","+/- 1,095","10,446","+/- 3,621",N/A,N/A,"6,136","+/- 2,107",178,+/- 212,"15,079","+/- 5,862","23,438","+/- 5,302",348,+/- 330,"6,187","+/- 1,914","4,424","+/- 2,403","176,843","+/- 15,137","4,180","+/- 1,912","1,618","+/- 1,339","171,045","+/- 15,106"
Utah,"3,295,561","+/- 3,308","2,817,208","+/- 17,954","359,628","+/- 15,733","101,051","+/- 8,401",436,+/- 482,320,+/- 330,"8,279","+/- 2,420",146,+/- 244,"23,219","+/- 4,550","3,712","+/- 1,080",171,+/- 180,498,+/- 584,175,+/- 155,"3,093","+/- 1,130","1,261",+/- 843,Utah,995,+/- 903,"7,411","+/- 1,830","1,438",+/- 793,798,+/- 579,10,+/- 19,Utah,664,+/- 534,282,+/- 279,506,+/- 327,37,+/- 66,932,+/- 635,550,+/- 431,"1,233","+/- 1,057","1,183",+/- 874,217,+/- 185,952,+/- 618,229,+/- 234,378,+/- 324,"3,748","+/- 1,316",0,+/- 206,559,+/- 507,"2,211","+/- 1,353","2,918","+/- 1,317","1,659","+/- 1,142",0,+/- 206,557,+/- 399,"2,041","+/- 1,171","2,758","+/- 1,563","1,159",+/- 747,865,+/- 974,725,+/- 461,271,+/- 370,"2,646","+/- 1,606","6,078","+/- 1,869",N/A,N/A,683,+/- 647,"2,775","+/- 1,176","6,294","+/- 1,890",0,+/- 206,"1,988","+/- 1,662","1,991","+/- 1,035","17,674","+/- 3,338",63,+/- 92,"1,325","+/- 1,371","16,286","+/- 2,959"
Vermont,"641,007",+/- 929,"564,684","+/- 5,468","42,454","+/- 4,180","31,809","+/- 3,854",94,+/- 166,0,+/- 165,101,+/- 158,0,+/- 165,"1,043",+/- 492,587,+/- 434,"1,221",+/- 579,41,+/- 93,195,+/- 247,"1,172",+/- 455,284,+/- 239,Vermont,266,+/- 281,0,+/- 165,108,+/- 121,136,+/- 165,292,+/- 287,Vermont,172,+/- 180,191,+/- 229,98,+/- 168,743,+/- 501,712,+/- 355,"6,890","+/- 1,940",650,+/- 687,48,+/- 83,0,+/- 165,113,+/- 187,70,+/- 122,0,+/- 165,143,+/- 239,"2,140",+/- 947,"2,182",+/- 997,106,+/- 203,"5,816","+/- 1,600",349,+/- 298,0,+/- 165,546,+/- 623,90,+/- 154,300,+/- 234,"1,242",+/- 711,687,+/- 395,209,+/- 209,22,+/- 44,336,+/- 429,576,+/- 414,229,+/- 259,N/A,N/A,0,+/- 165,"1,166","+/- 1,190",53,+/- 88,351,+/- 488,39,+/- 69,"2,060",+/- 719,45,+/- 78,0,+/- 165,"2,015",+/- 724
Virginia,"8,557,020","+/- 4,817","7,384,723","+/- 29,614","855,269","+/- 26,354","272,693","+/- 12,741","1,878",+/- 989,"1,532","+/- 1,086","5,698","+/- 2,326",742,+/- 658,"21,052","+/- 4,256","5,002","+/- 1,899","3,396","+/- 1,500","1,270",+/- 715,"13,211","+/- 2,272","20,603","+/- 4,165","10,750","+/- 2,604",Virginia,"2,193","+/- 1,446",607,+/- 498,"4,833","+/- 1,283","3,159","+/- 1,366",645,+/- 482,Virginia,711,+/- 460,"1,926",+/- 811,"2,372","+/- 1,500",247,+/- 236,"27,855","+/- 4,295","9,553","+/- 3,137","3,005","+/- 1,218","1,612",+/- 913,"1,051",+/- 724,"2,607","+/- 1,492",771,+/- 707,567,+/- 444,"2,193","+/- 1,347","1,164",+/- 757,"8,963","+/- 1,974",969,+/- 569,"13,416","+/- 3,165","27,640","+/- 4,420",442,+/- 481,"5,882","+/- 1,830","1,311",+/- 713,870,+/- 471,"14,436","+/- 3,495","1,604",+/- 952,"9,212","+/- 3,194",211,+/- 305,"6,574","+/- 1,860","13,305","+/- 3,066","1,261",+/- 927,483,+/- 433,N/A,N/A,"6,749","+/- 2,172","5,564","+/- 2,280","1,152",+/- 711,444,+/- 320,"44,335","+/- 6,304","2,912","+/- 1,593",279,+/- 273,"41,144","+/- 5,997"
Washington,"7,657,350","+/- 4,731","6,474,967","+/- 29,847","909,338","+/- 26,736","225,306","+/- 12,843","1,064",+/- 792,"2,242","+/- 1,128","10,300","+/- 2,823",782,+/- 889,"57,576","+/- 6,607","7,452","+/- 1,936","1,536",+/- 797,0,+/- 213,203,+/- 239,"9,637","+/- 3,415","4,838","+/- 1,765",Washington,"3,770","+/- 1,509","9,856","+/- 2,559","3,956","+/- 1,727",679,+/- 630,394,+/- 352,Washington,"2,923","+/- 1,814",823,+/- 551,994,+/- 720,489,+/- 332,"1,723",+/- 936,"4,402","+/- 1,729","2,139","+/- 1,119","2,252",+/- 953,"1,051","+/- 1,005","4,271","+/- 2,773","3,740","+/- 1,524",853,+/- 577,"4,324","+/- 1,985",905,+/- 815,"1,709",+/- 761,950,+/- 562,"5,682","+/- 1,767","2,499","+/- 1,321","1,285","+/- 1,174","4,138","+/- 1,578","2,410","+/- 1,377","27,282","+/- 4,027","4,958","+/- 1,808",374,+/- 248,"2,444","+/- 1,408",417,+/- 397,"1,820",+/- 956,"10,737","+/- 2,563","4,061","+/- 2,313",611,+/- 578,"4,452","+/- 1,778",N/A,N/A,299,+/- 241,"2,009","+/- 1,202","1,995","+/- 2,952","47,739","+/- 6,640","1,205","+/- 1,340","1,932",+/- 910,"44,602","+/- 6,132"
West Virginia,"1,767,792","+/- 1,989","1,584,041","+/- 12,269","137,757","+/- 9,831","43,801","+/- 6,531",506,+/- 630,0,+/- 216,"1,221","+/- 1,187",0,+/- 216,368,+/- 379,49,+/- 86,568,+/- 542,42,+/- 49,0,+/- 216,"3,835","+/- 1,397",558,+/- 422,West Virginia,0,+/- 216,0,+/- 216,0,+/- 216,468,+/- 334,0,+/- 216,West Virginia,0,+/- 216,491,+/- 317,493,+/- 601,217,+/- 312,"6,792","+/- 2,687",116,+/- 139,121,+/- 199,127,+/- 217,0,+/- 216,0,+/- 216,0,+/- 216,0,+/- 216,630,+/- 708,0,+/- 216,"1,601",+/- 749,0,+/- 216,596,+/- 450,"1,308",+/- 678,82,+/- 141,"4,448","+/- 1,349",86,+/- 150,0,+/- 216,"5,452","+/- 2,151",70,+/- 107,893,+/- 661,94,+/- 154,214,+/- 180,920,"+/- 1,078",647,"+/- 1,021",36,+/- 83,"10,202","+/- 2,696",279,+/- 381,N/A,N/A,271,+/- 463,0,+/- 216,"2,193","+/- 1,049",0,+/- 216,0,+/- 216,"2,193","+/- 1,049"
